,Measure Name,Score
166456,MRSA Bacteremia: Observed Cases,4
166462,Clostridium Difficile (C.Diff): Observed Cases,24
166468,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,2
166474,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,3
166480,SSI - Colon Surgery: Observed Cases,0
166486,SSI - Abdominal Hysterectomy: Observed Cases,0
166492,MRSA Bacteremia: Observed Cases,0
166498,Clostridium Difficile (C.Diff): Observed Cases,1
166504,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
166510,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
166516,SSI - Colon Surgery: Observed Cases,3
166522,SSI - Abdominal Hysterectomy: Observed Cases,1
166528,MRSA Bacteremia: Observed Cases,0
166534,Clostridium Difficile (C.Diff): Observed Cases,0
166540,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,3
166546,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,3
166552,SSI - Colon Surgery: Observed Cases,2
166558,SSI - Abdominal Hysterectomy: Observed Cases,0
166564,MRSA Bacteremia: Observed Cases,1
166570,Clostridium Difficile (C.Diff): Observed Cases,5
166576,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,14
166582,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,12
166588,SSI - Colon Surgery: Observed Cases,5
166594,SSI - Abdominal Hysterectomy: Observed Cases,0
166600,MRSA Bacteremia: Observed Cases,8
166606,Clostridium Difficile (C.Diff): Observed Cases,43
166612,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,1
166618,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,1
166624,SSI - Colon Surgery: Observed Cases,0
166630,SSI - Abdominal Hysterectomy: Observed Cases,1
166636,MRSA Bacteremia: Observed Cases,0
166642,Clostridium Difficile (C.Diff): Observed Cases,2
166648,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,2
166654,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
166684,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,1
166690,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
166696,SSI - Colon Surgery: Observed Cases,0
166702,SSI - Abdominal Hysterectomy: Observed Cases,0
166708,MRSA Bacteremia: Observed Cases,0
166714,Clostridium Difficile (C.Diff): Observed Cases,0
166720,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,2
166726,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
166732,SSI - Colon Surgery: Observed Cases,0
166738,SSI - Abdominal Hysterectomy: Observed Cases,0
166744,MRSA Bacteremia: Observed Cases,0
166750,Clostridium Difficile (C.Diff): Observed Cases,3
166756,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,3
166762,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,5
166768,SSI - Colon Surgery: Observed Cases,3
166774,SSI - Abdominal Hysterectomy: Observed Cases,1
166780,MRSA Bacteremia: Observed Cases,0
166786,Clostridium Difficile (C.Diff): Observed Cases,6
166792,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,2
166798,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,7
166804,SSI - Colon Surgery: Observed Cases,1
166810,SSI - Abdominal Hysterectomy: Observed Cases,2
166816,MRSA Bacteremia: Observed Cases,2
166822,Clostridium Difficile (C.Diff): Observed Cases,5
166828,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,1
166834,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
166864,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,13
166870,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,11
166876,SSI - Colon Surgery: Observed Cases,1
166882,SSI - Abdominal Hysterectomy: Observed Cases,1
166888,MRSA Bacteremia: Observed Cases,4
166894,Clostridium Difficile (C.Diff): Observed Cases,48
166900,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
166906,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,1
166912,SSI - Colon Surgery: Observed Cases,0
166918,SSI - Abdominal Hysterectomy: Observed Cases,0
166924,MRSA Bacteremia: Observed Cases,0
166930,Clostridium Difficile (C.Diff): Observed Cases,2
166936,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,2
166942,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,1
166948,SSI - Colon Surgery: Observed Cases,5
166960,MRSA Bacteremia: Observed Cases,0
166966,Clostridium Difficile (C.Diff): Observed Cases,0
166972,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,1
166978,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,2
166984,SSI - Colon Surgery: Observed Cases,0
166990,SSI - Abdominal Hysterectomy: Observed Cases,0
166996,MRSA Bacteremia: Observed Cases,0
167002,Clostridium Difficile (C.Diff): Observed Cases,6
167008,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,3
167014,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,3
167020,SSI - Colon Surgery: Observed Cases,1
167026,SSI - Abdominal Hysterectomy: Observed Cases,0
167032,MRSA Bacteremia: Observed Cases,2
167038,Clostridium Difficile (C.Diff): Observed Cases,1
167044,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
167050,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,3
167056,SSI - Colon Surgery: Observed Cases,0
167062,SSI - Abdominal Hysterectomy: Observed Cases,0
167068,MRSA Bacteremia: Observed Cases,1
167074,Clostridium Difficile (C.Diff): Observed Cases,5
167080,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,2
167086,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,5
167092,SSI - Colon Surgery: Observed Cases,1
167098,SSI - Abdominal Hysterectomy: Observed Cases,1
167104,MRSA Bacteremia: Observed Cases,0
167110,Clostridium Difficile (C.Diff): Observed Cases,8
167116,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
167122,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,1
167128,SSI - Colon Surgery: Observed Cases,0
167134,SSI - Abdominal Hysterectomy: Observed Cases,0
167140,MRSA Bacteremia: Observed Cases,0
167146,Clostridium Difficile (C.Diff): Observed Cases,1
167152,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,11
167158,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,15
167164,SSI - Colon Surgery: Observed Cases,4
167170,SSI - Abdominal Hysterectomy: Observed Cases,1
167176,MRSA Bacteremia: Observed Cases,3
167182,Clostridium Difficile (C.Diff): Observed Cases,12
167188,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
167194,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
167200,SSI - Colon Surgery: Observed Cases,0
167206,SSI - Abdominal Hysterectomy: Observed Cases,0
167212,MRSA Bacteremia: Observed Cases,1
167218,Clostridium Difficile (C.Diff): Observed Cases,11
167224,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,2
167230,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,2
167236,SSI - Colon Surgery: Observed Cases,0
167242,SSI - Abdominal Hysterectomy: Observed Cases,0
167248,MRSA Bacteremia: Observed Cases,0
167254,Clostridium Difficile (C.Diff): Observed Cases,10
167260,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,6
167266,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,4
167272,SSI - Colon Surgery: Observed Cases,6
167278,SSI - Abdominal Hysterectomy: Observed Cases,1
167284,MRSA Bacteremia: Observed Cases,3
167290,Clostridium Difficile (C.Diff): Observed Cases,41
167296,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,10
167302,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,7
167308,SSI - Colon Surgery: Observed Cases,11
167314,SSI - Abdominal Hysterectomy: Observed Cases,1
167320,MRSA Bacteremia: Observed Cases,2
167326,Clostridium Difficile (C.Diff): Observed Cases,17
167332,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,6
167338,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,6
167344,SSI - Colon Surgery: Observed Cases,2
167350,SSI - Abdominal Hysterectomy: Observed Cases,0
167356,MRSA Bacteremia: Observed Cases,1
167362,Clostridium Difficile (C.Diff): Observed Cases,19
167368,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,4
167374,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,4
167380,SSI - Colon Surgery: Observed Cases,5
167386,SSI - Abdominal Hysterectomy: Observed Cases,0
167392,MRSA Bacteremia: Observed Cases,0
167398,Clostridium Difficile (C.Diff): Observed Cases,27
167404,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
167410,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
167416,SSI - Colon Surgery: Observed Cases,0
167428,MRSA Bacteremia: Observed Cases,0
167434,Clostridium Difficile (C.Diff): Observed Cases,0
167440,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
167446,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
167452,SSI - Colon Surgery: Observed Cases,0
167458,SSI - Abdominal Hysterectomy: Observed Cases,0
167464,MRSA Bacteremia: Observed Cases,0
167470,Clostridium Difficile (C.Diff): Observed Cases,2
167476,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
167482,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,6
167488,SSI - Colon Surgery: Observed Cases,1
167494,SSI - Abdominal Hysterectomy: Observed Cases,0
167500,MRSA Bacteremia: Observed Cases,5
167506,Clostridium Difficile (C.Diff): Observed Cases,15
167512,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,2
167518,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,7
167524,SSI - Colon Surgery: Observed Cases,3
167530,SSI - Abdominal Hysterectomy: Observed Cases,0
167536,MRSA Bacteremia: Observed Cases,0
167542,Clostridium Difficile (C.Diff): Observed Cases,0
167548,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,33
167554,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,29
167560,SSI - Colon Surgery: Observed Cases,18
167566,SSI - Abdominal Hysterectomy: Observed Cases,2
167572,MRSA Bacteremia: Observed Cases,4
167578,Clostridium Difficile (C.Diff): Observed Cases,106
167584,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,1
167590,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
167596,SSI - Colon Surgery: Observed Cases,0
167602,SSI - Abdominal Hysterectomy: Observed Cases,0
167608,MRSA Bacteremia: Observed Cases,1
167614,Clostridium Difficile (C.Diff): Observed Cases,1
167620,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,5
167626,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,3
167632,SSI - Colon Surgery: Observed Cases,0
167638,SSI - Abdominal Hysterectomy: Observed Cases,0
167644,MRSA Bacteremia: Observed Cases,2
167650,Clostridium Difficile (C.Diff): Observed Cases,4
167656,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,3
167662,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,5
167668,SSI - Colon Surgery: Observed Cases,2
167674,SSI - Abdominal Hysterectomy: Observed Cases,0
167680,MRSA Bacteremia: Observed Cases,2
167686,Clostridium Difficile (C.Diff): Observed Cases,2
167692,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,3
167698,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,1
167704,SSI - Colon Surgery: Observed Cases,0
167710,SSI - Abdominal Hysterectomy: Observed Cases,0
167716,MRSA Bacteremia: Observed Cases,0
167722,Clostridium Difficile (C.Diff): Observed Cases,0
167734,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
167740,SSI - Colon Surgery: Observed Cases,0
167746,SSI - Abdominal Hysterectomy: Observed Cases,0
167752,MRSA Bacteremia: Observed Cases,0
167758,Clostridium Difficile (C.Diff): Observed Cases,2
167764,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,1
167770,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
167776,SSI - Colon Surgery: Observed Cases,0
167782,SSI - Abdominal Hysterectomy: Observed Cases,0
167788,MRSA Bacteremia: Observed Cases,2
167794,Clostridium Difficile (C.Diff): Observed Cases,2
167800,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,1
167806,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
167812,SSI - Colon Surgery: Observed Cases,0
167818,SSI - Abdominal Hysterectomy: Observed Cases,1
167824,MRSA Bacteremia: Observed Cases,0
167830,Clostridium Difficile (C.Diff): Observed Cases,5
167836,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,5
167842,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,6
167848,SSI - Colon Surgery: Observed Cases,2
167854,SSI - Abdominal Hysterectomy: Observed Cases,2
167860,MRSA Bacteremia: Observed Cases,1
167866,Clostridium Difficile (C.Diff): Observed Cases,20
167872,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,29
167878,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,34
167884,SSI - Colon Surgery: Observed Cases,16
167890,SSI - Abdominal Hysterectomy: Observed Cases,9
167896,MRSA Bacteremia: Observed Cases,5
167902,Clostridium Difficile (C.Diff): Observed Cases,78
167908,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,6
167914,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,10
167920,SSI - Colon Surgery: Observed Cases,7
167926,SSI - Abdominal Hysterectomy: Observed Cases,0
167932,MRSA Bacteremia: Observed Cases,3
167938,Clostridium Difficile (C.Diff): Observed Cases,12
167944,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,5
167950,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,4
167956,SSI - Colon Surgery: Observed Cases,1
167962,SSI - Abdominal Hysterectomy: Observed Cases,0
167968,MRSA Bacteremia: Observed Cases,1
167974,Clostridium Difficile (C.Diff): Observed Cases,9
167980,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,36
167986,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,10
167992,SSI - Colon Surgery: Observed Cases,6
167998,SSI - Abdominal Hysterectomy: Observed Cases,6
168004,MRSA Bacteremia: Observed Cases,9
168010,Clostridium Difficile (C.Diff): Observed Cases,93
168016,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,7
168022,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,8
168028,SSI - Colon Surgery: Observed Cases,0
168034,SSI - Abdominal Hysterectomy: Observed Cases,1
168040,MRSA Bacteremia: Observed Cases,3
168046,Clostridium Difficile (C.Diff): Observed Cases,8
168052,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,3
168058,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,10
168064,SSI - Colon Surgery: Observed Cases,2
168070,SSI - Abdominal Hysterectomy: Observed Cases,0
168076,MRSA Bacteremia: Observed Cases,0
168082,Clostridium Difficile (C.Diff): Observed Cases,7
168088,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
168094,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
168112,MRSA Bacteremia: Observed Cases,0
168118,Clostridium Difficile (C.Diff): Observed Cases,0
168124,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
168130,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
168136,SSI - Colon Surgery: Observed Cases,0
168142,SSI - Abdominal Hysterectomy: Observed Cases,0
168148,MRSA Bacteremia: Observed Cases,0
168154,Clostridium Difficile (C.Diff): Observed Cases,0
168160,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,3
168166,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,2
168172,SSI - Colon Surgery: Observed Cases,1
168178,SSI - Abdominal Hysterectomy: Observed Cases,0
168184,MRSA Bacteremia: Observed Cases,0
168190,Clostridium Difficile (C.Diff): Observed Cases,5
168196,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,2
168202,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,1
168208,SSI - Colon Surgery: Observed Cases,0
168214,SSI - Abdominal Hysterectomy: Observed Cases,1
168220,MRSA Bacteremia: Observed Cases,1
168226,Clostridium Difficile (C.Diff): Observed Cases,12
168232,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
168238,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
168256,MRSA Bacteremia: Observed Cases,0
168262,Clostridium Difficile (C.Diff): Observed Cases,0
168268,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,2
168274,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,5
168280,SSI - Colon Surgery: Observed Cases,2
168286,SSI - Abdominal Hysterectomy: Observed Cases,0
168292,MRSA Bacteremia: Observed Cases,0
168298,Clostridium Difficile (C.Diff): Observed Cases,3
168304,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,5
168310,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,8
168316,SSI - Colon Surgery: Observed Cases,0
168322,SSI - Abdominal Hysterectomy: Observed Cases,0
168328,MRSA Bacteremia: Observed Cases,3
168334,Clostridium Difficile (C.Diff): Observed Cases,8
168340,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
168346,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
168352,SSI - Colon Surgery: Observed Cases,1
168358,SSI - Abdominal Hysterectomy: Observed Cases,0
168364,MRSA Bacteremia: Observed Cases,0
168370,Clostridium Difficile (C.Diff): Observed Cases,6
168376,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,2
168382,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,1
168388,SSI - Colon Surgery: Observed Cases,3
168394,SSI - Abdominal Hysterectomy: Observed Cases,0
168400,MRSA Bacteremia: Observed Cases,1
168406,Clostridium Difficile (C.Diff): Observed Cases,9
168412,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
168418,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,1
168424,SSI - Colon Surgery: Observed Cases,0
168430,SSI - Abdominal Hysterectomy: Observed Cases,0
168436,MRSA Bacteremia: Observed Cases,0
168442,Clostridium Difficile (C.Diff): Observed Cases,5
168448,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
168454,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
168472,MRSA Bacteremia: Observed Cases,0
168478,Clostridium Difficile (C.Diff): Observed Cases,0
168484,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
168490,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
168508,MRSA Bacteremia: Observed Cases,0
168514,Clostridium Difficile (C.Diff): Observed Cases,0
168520,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
168526,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
168550,Clostridium Difficile (C.Diff): Observed Cases,0
168556,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
168562,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
168580,MRSA Bacteremia: Observed Cases,0
168586,Clostridium Difficile (C.Diff): Observed Cases,0
168592,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
168598,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
168616,MRSA Bacteremia: Observed Cases,0
168622,Clostridium Difficile (C.Diff): Observed Cases,0
168628,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
168634,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
168652,MRSA Bacteremia: Observed Cases,0
168658,Clostridium Difficile (C.Diff): Observed Cases,1
168670,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
168688,MRSA Bacteremia: Observed Cases,0
168694,Clostridium Difficile (C.Diff): Observed Cases,0
168700,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
168706,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,2
168724,MRSA Bacteremia: Observed Cases,1
168730,Clostridium Difficile (C.Diff): Observed Cases,0
168772,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
168778,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
168784,SSI - Colon Surgery: Observed Cases,0
168796,MRSA Bacteremia: Observed Cases,0
168802,Clostridium Difficile (C.Diff): Observed Cases,1
168808,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
168814,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
168832,MRSA Bacteremia: Observed Cases,0
168838,Clostridium Difficile (C.Diff): Observed Cases,0
168844,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
168850,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,2
168856,SSI - Colon Surgery: Observed Cases,0
168868,MRSA Bacteremia: Observed Cases,0
168874,Clostridium Difficile (C.Diff): Observed Cases,0
168880,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
168886,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
168904,MRSA Bacteremia: Observed Cases,0
168910,Clostridium Difficile (C.Diff): Observed Cases,1
168922,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
168940,MRSA Bacteremia: Observed Cases,0
168946,Clostridium Difficile (C.Diff): Observed Cases,0
168976,MRSA Bacteremia: Observed Cases,0
168982,Clostridium Difficile (C.Diff): Observed Cases,0
168988,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
168994,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,1
169012,MRSA Bacteremia: Observed Cases,0
169018,Clostridium Difficile (C.Diff): Observed Cases,1
169024,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
169030,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
169048,MRSA Bacteremia: Observed Cases,0
169054,Clostridium Difficile (C.Diff): Observed Cases,0
169060,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
169066,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,1
169084,MRSA Bacteremia: Observed Cases,0
169090,Clostridium Difficile (C.Diff): Observed Cases,0
169096,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
169102,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
169108,SSI - Colon Surgery: Observed Cases,0
169120,MRSA Bacteremia: Observed Cases,0
169126,Clostridium Difficile (C.Diff): Observed Cases,1
169132,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
169138,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
169156,MRSA Bacteremia: Observed Cases,0
169162,Clostridium Difficile (C.Diff): Observed Cases,1
169168,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
169174,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
169192,MRSA Bacteremia: Observed Cases,0
169198,Clostridium Difficile (C.Diff): Observed Cases,3
169204,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
169210,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,1
169216,SSI - Colon Surgery: Observed Cases,0
169222,SSI - Abdominal Hysterectomy: Observed Cases,0
169228,MRSA Bacteremia: Observed Cases,0
169234,Clostridium Difficile (C.Diff): Observed Cases,0
169240,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
169246,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
169252,SSI - Colon Surgery: Observed Cases,0
169258,SSI - Abdominal Hysterectomy: Observed Cases,0
169264,MRSA Bacteremia: Observed Cases,1
169270,Clostridium Difficile (C.Diff): Observed Cases,1
169276,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
169282,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,1
169288,SSI - Colon Surgery: Observed Cases,0
169300,MRSA Bacteremia: Observed Cases,0
169306,Clostridium Difficile (C.Diff): Observed Cases,3
169312,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
169318,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,1
169336,MRSA Bacteremia: Observed Cases,0
169342,Clostridium Difficile (C.Diff): Observed Cases,1
169348,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
169354,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,1
169360,SSI - Colon Surgery: Observed Cases,0
169366,SSI - Abdominal Hysterectomy: Observed Cases,0
169372,MRSA Bacteremia: Observed Cases,0
169378,Clostridium Difficile (C.Diff): Observed Cases,0
169384,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
169390,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
169408,MRSA Bacteremia: Observed Cases,0
169414,Clostridium Difficile (C.Diff): Observed Cases,1
169420,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
169426,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
169432,SSI - Colon Surgery: Observed Cases,0
169444,MRSA Bacteremia: Observed Cases,0
169450,Clostridium Difficile (C.Diff): Observed Cases,1
169456,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
169462,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,1
169468,SSI - Colon Surgery: Observed Cases,0
169474,SSI - Abdominal Hysterectomy: Observed Cases,0
169480,MRSA Bacteremia: Observed Cases,0
169486,Clostridium Difficile (C.Diff): Observed Cases,0
169492,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
169498,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
169516,MRSA Bacteremia: Observed Cases,0
169522,Clostridium Difficile (C.Diff): Observed Cases,0
169528,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
169534,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
169552,MRSA Bacteremia: Observed Cases,0
169558,Clostridium Difficile (C.Diff): Observed Cases,0
169564,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
169570,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
169576,SSI - Colon Surgery: Observed Cases,1
169588,MRSA Bacteremia: Observed Cases,0
169594,Clostridium Difficile (C.Diff): Observed Cases,0
169600,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
169606,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,0
169618,SSI - Abdominal Hysterectomy: Observed Cases,0
169624,MRSA Bacteremia: Observed Cases,0
169630,Clostridium Difficile (C.Diff): Observed Cases,0
169636,Central Line Associated Bloodstream Infection (ICU + select Wards): Observed Cases,0
169642,Catheter Associated Urinary Tract Infections (ICU + select Wards): Observed Cases,1
